symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
EUSC.MX,WisdomTree Trust - WisdomTree Europe Hedged SmallCap Equity Fund,MXN,"WisdomTree Trust - WisdomTree Europe Hedged SmallCap Equity Fund is an exchange-traded fund (ETF) that invests in small-capitalization European equities while hedging against currency fluctuations between the Euro and the U.S. dollar. Managed by WisdomTree Trust, the fund seeks to provide investors with returns based on the performance of European small-cap stocks without being significantly impacted by currency risk. The ETF aims to offer a more stable return profile for U.S. investors compared to unhedged European equity investments.",Equities,Small Cap,,MEX,XMEX,
EWA.MX,iShares MSCI Australia ETF,MXN,"The investment seeks to track the investment results of the MSCI Australia Index composed of Australian equities.
 The fund generally invests at least 90% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index primarily consists of stocks traded on the Australian Stock Exchange. It will include large- and mid-capitalization companies and may change over time. The fund is non-diversified.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
EWC.MX,iShares MSCI Canada ETF,MXN,"The investment seeks to track the investment results of the MSCI Canada Custom Capped Index.
 The fund will at all times invest at least 90% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index is designed to measure broad-based equity performance in Canada. The underlying index uses a capping methodology to limit the weight of any single issuer to a maximum of 25% of the underlying index. The underlying index will include large- and mid-capitalization companies and may change over time.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
EWG.MX,iShares MSCI Germany ETF,MXN,"The investment seeks to track the investment results of the MSCI Germany Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index primarily consists of stocks traded on the Frankfurt Stock Exchange. It will include large- and mid-capitalization companies and may change over time. The fund is non-diversified.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
EWH.MX,iShares MSCI Hong Kong ETF,MXN,"The investment seeks to track the investment results of the MSCI Hong Kong 25/50 Index.
 The fund seeks to track the investment results of the index, which is a free float-adjusted market capitalization-weighted index that primarily consists of stocks traded on the Stock Exchange of Hong Kong Limited (SEHK). It will at all times invest at least 80% of its assets in the securities of its index and in depositary receipts representing securities in its index.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
EWI.MX,iShares MSCI Italy ETF,MXN,"The investment seeks to track the investment results of the MSCI Italy 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer exceeds 25% of the underlying index weight, and all issuers with a weight above 5% do not cumulatively exceed 50% of the underlying index weight. The fund is non-diversified.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
EWJ.MX,iShares MSCI Japan ETF,MXN,"The investment seeks to track the investment results of the MSCI Japan Index.
 The fund will at all times invest at least 90% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index primarily consists of stocks traded on the Tokyo Stock Exchange. It will include large- and mid-capitalization companies and may change over time.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
EWL.MX,iShares MSCI Switzerland ETF,MXN,"The investment seeks to track the investment results of the MSCI Switzerland 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer exceeds 25% of the underlying index weight, and all issuers with a weight above 5% do not cumulatively exceed 50% of the underlying index weight. The fund is non-diversified.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
EWM.MX,iShares MSCI Malaysia ETF,MXN,"The investment seeks to track the investment results of the MSCI Malaysia Index.
 The fund will at all times invest at least 90% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index primarily consists of stocks traded on the Kuala Lumpur Stock Exchange. It will include large- and mid-capitalization companies and may change over time. The fund is non-diversified.",Equities,Emerging Markets,BlackRock Asset Management,MEX,XMEX,
EWN.MX,iShares MSCI Netherlands ETF,MXN,"The investment seeks to track the investment results of the MSCI Netherlands IMI 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index uses a capping methodology to limit the weight of any single issuer to a maximum of 25% of the underlying index. The underlying index will include large-, mid- and small-capitalization companies and may change over time. The fund is non-diversified.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
EWO.MX,iShares MSCI Austria ETF,MXN,"The investment seeks to track the investment results of the MSCI Austria IMI 25/50 Index.
 The fund generally invests at least 90% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer exceeds 25% of the underlying index weight, and all issuers with a weight above 5% do not cumulatively exceed 50% of the underlying index weight. The fund is non-diversified.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
EWP.MX,iShares MSCI Spain ETF,MXN,"The investment seeks to track the investment results of the MSCI Spain 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer exceeds 25% of the underlying index weight, and all issuers with a weight above 5% do not cumulatively exceed 50% of the underlying index weight. The fund is non-diversified.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
EWQ.MX,iShares MSCI France ETF,MXN,"The investment seeks to track the investment results of the MSCI France Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index primarily consists of stocks traded on the Paris Stock Exchange. It will include large- and mid-capitalization companies and may change over time. The fund is non-diversified.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
EWS.MX,iShares MSCI Singapore ETF,MXN,"The investment seeks to track the investment results of the MSCI Singapore 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The index is designed to measure the performance of the large- and mid-cap segments of the Singapore market. A capping methodology is applied that limits the weight of any single issuer to a maximum of 25% of the underlying index. The fund is non-diversified.",Equities,Emerging Markets,BlackRock Asset Management,MEX,XMEX,
EWT.MX,iShares MSCI Taiwan ETF,MXN,"The investment seeks to track the investment results of the MSCI Taiwan 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The index is designed to measure the performance of the large- and mid-cap segments of the Taiwanese market. A capping methodology is applied that limits the weight of any single issuer to a maximum of 25% of the underlying index. The fund is non-diversified.",Equities,Emerging Markets,BlackRock Asset Management,MEX,XMEX,
EWU.MX,iShares MSCI United Kingdom ETF,MXN,"The investment seeks to track the investment results of the MSCI United Kingdom Index.
 The fund will at all times invest at least 90% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index primarily consists of stocks traded on the London Stock Exchange. The underlying index will include large- and mid-capitalization companies and may change over time. The fund is non-diversified.",Equities,Developed Markets,BlackRock Asset Management,MEX,XMEX,
EWW.MX,"iShares, Inc. - iShares MSCI Mexico ETF",MXN,"iShares, Inc. - iShares MSCI Mexico ETF is an exchange-traded fund (ETF) that tracks the MSCI Mexico Index. Managed by iShares, Inc., a subsidiary of BlackRock, the fund provides investors with exposure to the Mexican equity market. It offers a way to invest in a portfolio of Mexican stocks listed on the Mexican Stock Exchange.",Equities,Emerging Markets,,MEX,XMEX,
EWY.MX,iShares MSCI South Korea ETF,MXN,"The investment seeks to track the investment results of the MSCI Korea 25/50 Index.
 The fund will at all times invest at least 80% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer exceeds 25% of the underlying index weight, and all issuers with a weight above 5% do not cumulatively exceed 50% of the underlying index weight. The fund is non-diversified.",Alternatives,Emerging Markets,BlackRock Asset Management,MEX,XMEX,
EWZ.MX,iShares MSCI Brazil ETF,MXN,"The investment seeks to track the investment results of the MSCI Brazil 25/50 Index.
 The fund generally invests at least 95% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The index is a free float-adjusted market capitalization-weighted index with a capping methodology applied to issuer weights so that no single issuer exceeds 25% of the underlying index weight, and all issuers with a weight above 5% do not cumulatively exceed 50% of the underlying index weight. The fund is non-diversified.",Alternatives,Emerging Markets,BlackRock Asset Management,MEX,XMEX,
EXI.MX,iShares Global Industrials ETF,MXN,"The investment seeks to track the investment results of the S&P Global 1200 Industrials IndexTM.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. It may invest the remainder of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index. The index measures the performance of companies that the index provider deems to be part of the industrials sector of the economy and that the index provider believes are important to global markets.",Industrials,Developed Markets,BlackRock Asset Management,MEX,XMEX,
EZA.MX,iShares MSCI South Africa ETF,MXN,"The investment seeks to track the investment results of the MSCI South Africa 25/50 Index.
 The fund normally invests at least 95% of its total assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The underlying index uses a capping methodology to limit the weight of any single issuer to a maximum of 25% of the underlying index. The underlying index will include large- and mid-capitalization companies and may change over time. The fund is non-diversified.",Financials,Emerging Markets,BlackRock Asset Management,MEX,XMEX,
EZU.MX,iShares MSCI Eurozone ETF,MXN,"The investment seeks to track the investment results of the MSCI EMU Index composed of large- and mid-capitalization equities from developed market countries that use the euro as their official currency.
 The fund generally invests at least 95% of its assets in the securities of its underlying index and in depositary receipts representing securities in its underlying index. The index consists of securities from the following 10 developed market countries: Austria, Belgium, Finland, France, Germany, Ireland, Italy, the Netherlands, Portugal and Spain.",Alternatives,Large Cap,BlackRock Asset Management,MEX,XMEX,
FAN.MX,First Trust Exchange-Traded Fund II - First Trust Global Wind Energy ETF,MXN,"First Trust Global Wind Energy ETF is an exchange-traded fund that seeks investment results that correspond generally to the price and yield of an equity index called the ISE Clean Edge Global Wind Energy Index. The fund invests in companies involved in the wind energy industry. First Trust is based in Wheaton, Illinois.",Energy,Developed Markets,First Trust Advisors,MEX,XMEX,
FAS.MX,Direxion Daily Financial Bull 3X Shares,MXN,"The investment seeks daily investment results, before fees and expenses, of 300% of the daily performance of the Russell 1000Â® Financial Services Index.
 The fund invests at least 80% of its net assets in financial instruments, such as swap agreements, securities of the index, and ETFs that track the index and other financial instruments that provide daily leveraged exposure to the index or to ETFs that track the index. The index is a subset of the Russell 1000Â® Index that measures the performance of the securities classified in the financial services sector of the large-capitalization U.S. equity market. It is non-diversified.",Financials,Developed Markets,Direxion Funds,MEX,XMEX,
FAZ.MX,Direxion Shares ETF Trust - Direxion Daily Financial Bear 3X Shares,MXN,"The investment seeks daily investment results, before fees and expenses, of 300% of the inverse (or opposite) of the daily performance of the Russell 1000Â® Financial Services Index.
 The fund invests in swap agreements, futures contracts, short positions or other financial instruments that, in combination, provide inverse or short leveraged exposure to the index equal to at least 80% of the fund&#39;s net assets (plus borrowing for investment purposes). The index is a subset of the Russell 1000Â® Index that measures the performance of the securities classified in the financial services sector of the large-capitalization U.S. equity market. It is non-diversified.",Financials,Developed Markets,Direxion Funds,MEX,XMEX,
FBT.MX,First Trust NYSE Arca Biotechnology Index Fund,MXN,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an equity index called the NYSE Arca Biotechnology IndexSM.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index is an equal-dollar weighted index designed to measure the performance of a cross section of small, mid and large capitalization companies in the biotechnology industry that are primarily involved in the use of biological processes to develop products or provide services.",Health Care,Developed Markets,First Trust Advisors,MEX,XMEX,
FBTUN.MX,FIRST TRUST GLOBAL FUNDS PLC NY,MXN,,,,,MEX,XMEX,
FDD.MX,First Trust STOXX European Select Dividend Index Fund,MXN,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an equity index called the STOXXÂ® Europe Select Dividend 30 Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index consists of 30 high dividend-yielding securities selected from the STOXXÂ® Europe 600 Index. In addition, a security must be issued by a company with a non-negative five-year dividend-per-share growth rate and a dividend-to-earnings ratio of 60% or less.",Equities,,First Trust Advisors,MEX,XMEX,
FDM.MX,First Trust Dow Jones Select MicroCap Index Fund,MXN,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an equity index called the Dow Jones Select MicroCap Index(SM).
 The fund will normally invest at least 80% of its net assets (including investment borrowings) in the common stocks of U.S. micro-capitalization companies which are publicly traded in the United States. The index is designed to measure the performance of micro-cap stocks issued by U.S. companies that are comparatively liquid and have strong fundamentals relative to the micro-cap segment as a whole.",Equities,Micro Cap,First Trust Advisors,MEX,XMEX,
FDN.MX,First Trust Dow Jones Internet Index Fund,MXN,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an equity index called the Dow Jones Internet Composite Index (SM) (the ""index"").
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index is designed to measure the performance of the largest and most actively traded securities issued by U.S. companies in the Internet industry. The index is a composite of its two sub-indices, the Dow Jones Internet Commerce Index and the Dow Jones Internet Services Index. It is non-diversified.",Information Technology,,First Trust Advisors,MEX,XMEX,
FDNI.MX,First Trust Exchange-Traded Fund II - Dow Jones International Internet ETF,MXN,"First Trust Exchange-Traded Fund II - Dow Jones International Internet ETF seeks to track the performance of the Dow Jones International Internet Index. The fund invests in non-US companies that generate a significant portion of their revenue from the Internet. First Trust is based in Wheaton, Illinois.",Information Technology,,First Trust Advisors,MEX,XMEX,
FDNIUN.MX,First Trust Global Funds Public Limited Company - First Trust Switzerland AlphaDEX UCITS ETF,MXN,"First Trust Global Funds Public Limited Company - First Trust Switzerland AlphaDEX UCITS ETF aims to track the performance of an index that selects and weights Swiss companies based on growth and value factors. The ETF provides exposure to the Swiss equity market using the AlphaDEX methodology. First Trust is based in Wheaton, Illinois.",Equities,,First Trust Advisors,MEX,XMEX,
FDNUN.MX,FIRST TRUST GLOBAL FUNDS PLC DO,MXN,,,,,MEX,XMEX,
FDT.MX,First Trust Developed Markets Ex-US AlphaDEX Fund,MXN,"The investment seeks results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an equity index called the NASDAQ AlphaDEXÂ® Developed Markets Ex-US Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks, depositary receipts, real estate investment trusts (""REITs"") and preferred shares that comprise the index. The index is designed to select stocks from the NASDAQ Developed Markets Ex-US Index that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEXÂ® selection methodology.",Equities,Developed Markets,First Trust Advisors,MEX,XMEX,
FEM.MX,First Trust Emerging Markets AlphaDEX Fund,MXN,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an equity index called the NASDAQ AlphaDEXÂ® Emerging Markets Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks, depositary receipts, real estate investment trusts (""REITs"") and preferred shares that comprise the index. The index is designed to select stocks from the NASDAQ Emerging Markets Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEXÂ® selection methodology.",Equities,Emerging Markets,First Trust Advisors,MEX,XMEX,
FEMS.MX,First Trust Emerging Markets Small Cap AlphaDEX Fund,MXN,"The investment seeks investment results that correspond generally to the price and yield of an equity index called the NASDAQ AlphaDEXÂ® Emerging Markets Small Cap Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks, depositary receipts, real estate investment trusts (""REITs"") and preferred shares that comprise the index. The index is designed to select stocks from the NASDAQ Emerging Markets Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEXÂ® selection methodology.",Equities,Small Cap,First Trust Advisors,MEX,XMEX,
FEP.MX,First Trust Europe AlphaDEX Fund,MXN,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an equity index called the NASDAQ AlphaDEXÂ® Europe Index (the ""index"").
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks, depositary receipts, real estate investment trusts (""REITs"") and preferred shares that comprise the index. The index is designed to select stocks from the NASDAQ Europe Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEXÂ® selection methodology.",Equities,Developed Markets,First Trust Advisors,MEX,XMEX,
FEX.MX,First Trust Large Cap Core AlphaDEX Fund,MXN,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an equity index called the Nasdaq AlphaDEXÂ® Large Cap Core Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index is designed to select stocks from the NASDAQ US 500 Large Cap Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEXÂ® selection methodology.",,Large Cap,First Trust Advisors,MEX,XMEX,
FEZ.MX,SPDR EURO STOXX 50 ETF,MXN,"The investment seeks investment results that, before fees and expenses, correspond generally to the total return performance of the EURO STOXX 50Â® Index.
 The fund employs a sampling strategy, which means that the fund is not required to purchase all of the securities represented in the index. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is designed to represent the performance of some of the largest companies across components of the 19 EURO STOXX Supersector Indexes. The EURO STOXX Supersector Indexes are subsets of the EURO STOXX Index.",,Large Cap,State Street Global Advisors,MEX,XMEX,
FIBR.MX,iShares Trust - iShares U.S. Fixed Income Balanced Risk Factor ETF,MXN,"The iShares U.S. Fixed Income Balanced Risk Factor ETF is designed to provide exposure to U.S. dollar-denominated investment-grade fixed-income securities, while also balancing risk factors such as interest rate risk and credit risk. The ETF aims to offer diversified access to the U.S. fixed income market using a risk-managed approach. The fund is managed by BlackRock, headquartered in New York, USA.",Fixed Income,Corporate Bonds,BlackRock Asset Management,MEX,XMEX,
FINX.MX,Global X Funds - Global X FinTech ETF,MXN,"The Global X FinTech ETF (FINX) seeks to invest in companies at the leading edge of the financial technology (FinTech) industry, including those involved in mobile payments, blockchain, online lending, and other innovative financial services. The fund aims to provide investors with exposure to companies that are disrupting and transforming the traditional financial sector through technology. Global X Funds is headquartered in New York City, USA.",Financials,Developed Markets,Global X Funds,MEX,XMEX,
FIVG.MX,ETF Series Solutions - Defiance Next Gen Connectivity ETF,MXN,"The Defiance Next Gen Connectivity ETF (FIVG) aims to invest in companies that are involved in the development, deployment, and utilization of next-generation connectivity and telecommunications technologies, such as 5G and related infrastructure. The fund seeks to capitalize on the growth opportunities presented by the expansion of high-speed, low-latency networks and their impact across various sectors. ETF Series Solutions is based in the USA.",Communication Services,Developed Markets,,MEX,XMEX,
FIW.MX,FIRST TRUST EXCHANGE TRADED FD ,MXN,"FIRST TRUST EXCHANGE TRADED FD is an Exchange Traded Fund (ETF) provided by First Trust Portfolios L.P. First Trust offers various ETFs across different sectors, asset classes, and investment strategies. First Trust is headquartered in Wheaton, Illinois, USA.",Utilities,,First Trust Advisors,MEX,XMEX,
FLCH.MX,Franklin Templeton ETF Trust - Franklin FTSE China ETF,MXN,"Franklin Templeton ETF Trust - Franklin FTSE China ETF is an exchange-traded fund designed to track the performance of the FTSE China Index, providing investors with exposure to the Chinese equity market. The fund primarily invests in Chinese companies, including those listed in mainland China, Hong Kong, and other global exchanges. Franklin Templeton is headquartered in San Mateo, California.",Alternatives,Emerging Markets,Franklink Templeton Investments,MEX,XMEX,
FLEQN.MX,FRANKLIN LIBERTYSHARES ICAV LIB,MXN,FRANKLIN LIBERTYSHARES ICAV LIB is an exchange-traded fund (ETF). It aims to provide investment results that correspond generally to the price and yield performance of a specific index related to a particular market or investment strategy. Details on the specific index and the fund's investment strategy can be found in the fund's prospectus.,Alternatives,,Franklink Templeton Investments,MEX,XMEX,
FLGR.MX,FRANKLIN TEMPLETON ETF TR FTSE ,MXN,"FRANKLIN TEMPLETON ETF TR FTSE is an Exchange Traded Fund (ETF) that tracks a specific FTSE index. This fund offers investors exposure to a particular segment of the market based on the tracked index, such as a specific country or sector. The ETF is part of the Franklin Templeton ETF Trust.",Alternatives,Developed Markets,Franklink Templeton Investments,MEX,XMEX,
FLJH.MX,FRANKLIN TEMPLETON ETF TR FTSE ,MXN,FRANKLIN TEMPLETON ETF TR FTSE is an Exchange Traded Fund (ETF) that tracks a specific FTSE index. It provides exposure to a particular segment of the market based on the tracked index. The ETF falls under the Franklin Templeton ETF Trust family.,Alternatives,Developed Markets,Franklink Templeton Investments,MEX,XMEX,
FLJP.MX,Franklin Templeton ETF Trust - Franklin FTSE Japan ETF,MXN,"The Franklin FTSE Japan ETF seeks to provide investment results that correspond generally to the performance of the FTSE Japan Index. The fund, managed by Franklin Templeton, invests in a broad range of Japanese stocks, providing exposure to the Japanese equity market. Franklin Templeton is headquartered in San Mateo, California.",Alternatives,Developed Markets,Franklink Templeton Investments,MEX,XMEX,
FLKR.MX,FRANKLIN TEMPLETON ETF TR FTSE ,MXN,"FRANKLIN TEMPLETON ETF TR FTSE is an Exchange Traded Fund (ETF) that tracks a specific FTSE index. This provides investors exposure to a specific region, sector, or market segment covered by the FTSE index. It is managed under the Franklin Templeton ETF Trust umbrella.",Fixed Income,Emerging Markets,Franklink Templeton Investments,MEX,XMEX,
FLOAN.MX,iShares II Public Limited Company - iShares $ Floating Rate Bond UCITS ETF,MXN,"The iShares $ Floating Rate Bond UCITS ETF, managed by BlackRock, aims to track the investment results of an index composed of US dollar-denominated, investment-grade floating rate notes. The ETF provides exposure to a diversified portfolio of floating rate bonds, where the interest rate adjusts periodically based on a benchmark rate. BlackRock, the world's largest asset manager, is headquartered in New York City.",Fixed Income,Corporate Bonds,BlackRock Asset Management,MEX,XMEX,
FLOT.MX,iShares Floating Rate Bond ETF,MXN,"The investment seeks to track the investment results of the Bloomberg Barclays US Floating Rate Note < 5 Years Index (the ""underlying index""), which measures the performance of U.S. dollar-denominated, investment-grade floating rate notes.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which BFA believes will help the fund track the underlying index.",Fixed Income,Corporate Bonds,BlackRock Asset Management,MEX,XMEX,
FLRN.MX,SPDR Series Trust - SPDR Bloomberg Barclays Investment Grade Floating Rate ETF,MXN,"The SPDR Bloomberg Barclays Investment Grade Floating Rate ETF seeks to track the performance of the Bloomberg Barclays US Investment Grade Floating Rate Index. Managed by State Street Global Advisors, the ETF offers exposure to a portfolio of US dollar-denominated, investment-grade floating rate notes. State Street Global Advisors is headquartered in Boston, Massachusetts.",Fixed Income,Corporate Bonds,State Street Global Advisors,MEX,XMEX,
FLTR.MX,VanEck Vectors Investment Grade Floating Rate ETF,MXN,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MVISÂ® US Investment Grade Floating Rate Index (the ""Floating Rate Index"").
 The fund normally invests at least 80% of its total assets in securities that comprise the fund&#39;s benchmark index. The index is comprised of U.S. dollar-denominated floating rate notes issued by corporate entities or similar commercial entities that are public reporting companies in the United States and rated investment grade. The fund is non-diversified.",Fixed Income,Corporate Bonds,VanEck Asset Management,MEX,XMEX,
FLXEN.MX,Franklin Libertyshares Icav - Franklin LibertyQ Emerging Markets Ucits Etf,MXN,"The Franklin LibertyQ Emerging Markets UCITS ETF seeks to provide investment results that correspond generally to the performance of an index of emerging market stocks. Managed by Franklin Templeton, the ETF uses a quality-focused approach, selecting stocks based on factors such as profitability, earnings quality, and management expertise. Franklin Templeton is headquartered in San Mateo, California.",Equities,Emerging Markets,Franklink Templeton Investments,MEX,XMEX,
FLXKN.MX,Franklin Libertyshares ICAV - Franklin Ftse Korea Ucits ETF,MXN,"The Franklin FTSE Korea UCITS ETF aims to replicate the performance of the FTSE Korea Index, providing investors with exposure to the South Korean equity market. Managed by Franklin Templeton, the fund invests in a diversified portfolio of Korean stocks, reflecting the composition of the underlying index. Franklin Templeton is headquartered in San Mateo, California.",Equities,Emerging Markets,Franklink Templeton Investments,MEX,XMEX,
FLXUN.MX,FRANKLIN LIBERTYSHARES ICAV LIB,MXN,FRANKLIN LIBERTYSHARES ICAV LIB is an exchange-traded fund (ETF) that aims to provide investment results that correspond generally to the price and yield performance of a specific index related to a particular market or investment strategy. The specific index and investment strategy of the fund require consulting its prospectus. Franklin LibertyShares ICAV is the fund family.,Equities,,Franklink Templeton Investments,MEX,XMEX,
FNCLN.MX,SSGA SPDR ETFS EUROPE II PLC MS,MXN,,,,,MEX,XMEX,
FNI.MX,First Trust Chindia ETF,MXN,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an equity index called the ISE ChIndiaTM Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and depositary receipts that comprise the index. The index is a modified market capitalization-weighted index designed to track the performance of U.S.-listed securities issued by small, mid and large capitalization companies domiciled in China or India. It is non-diversified.",Financials,Emerging Markets,First Trust Advisors,MEX,XMEX,
FNY.MX,FIRST TR EXCH TRADED ALPHADEX F,MXN,,,,,MEX,XMEX,
FPX.MX,First Trust US Equity Opportunities ETF,MXN,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an equity index called the IPOXÂ®-100 U.S. Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index seeks to measure the performance of the equity securities of the 100 largest and typically most liquid initial public offerings (""IPOs"") (including spin-offs and equity carve-outs) of U.S. companies. It is non-diversified.",,Large Cap,First Trust Advisors,MEX,XMEX,
FPXI.MX,First Trust Exchange Traded Fund II - First Trust International Equity Opportunities ETF,MXN,First Trust International Equity Opportunities ETF is an exchange-traded fund. The ETF is designed to track the performance of an index composed of companies outside the U.S. and Canada.,,Developed Markets,First Trust Advisors,MEX,XMEX,
FPXUN.MX,FIRST TRUST GLOBAL FUNDS PLC US,MXN,FIRST TRUST GLOBAL FUNDS PLC US ,,,,MEX,XMEX,
FRMXNXN.MX,iShares II Public Limited Company - iShares $ Floating Rate Bond UCITS ETF,MXN,iShares $ Floating Rate Bond UCITS ETF is an exchange-traded fund (ETF) managed by BlackRock. The ETF seeks to track the investment results of an index composed of US dollar-denominated floating rate bonds. The fund provides exposure to a diversified portfolio of floating rate notes.,Fixed Income,Corporate Bonds,BlackRock Asset Management,MEX,XMEX,
FTA.MX,First Trust Large Cap Value AlphaDEX Fund,MXN,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an equity index called the Nasdaq AlphaDEXÂ® Large Cap Value Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index is designed to select value stocks from the NASDAQ US 500 Large Cap Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEXÂ® selection methodology.",Financials,Value,First Trust Advisors,MEX,XMEX,
FTCS.MX,First Trust Exchange-Traded Fund - First Trust Capital Strength ETF,MXN,"The First Trust Capital Strength ETF is an exchange-traded fund focusing on companies exhibiting financial strength based on factors like cash flow and debt levels. It aims to provide investors with exposure to more resilient and stable businesses. First Trust is based in Wheaton, Illinois.",Financials,Large Cap,First Trust Advisors,MEX,XMEX,
