symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
EMLP.L,PIMCO ETFs plc - PIMCO Emerging Markets Advantage Local Bond Index UCITS ETF,GBP,"The investment seeks to replciate, net of expenses, the PIMCO Emerging Markets Advantage Local Currency Bond Index.
 The fund will invest in non-US Dollar denominated fixed income instruments that consist of the component securities of the index. It may invest directly in the component securities of the index or gain an indirect exposure to those securities through derivative instruments such as swaps.",Fixed Income,Government Bonds,PIMCO Global Advisors,LSE,XLON,
EMMV.L,iShares Edge MSCI EM Minimum Volatility UCITS ETF USD (Acc),USD,"The investment objective of the Fund is to seek to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the MSCI EM Minimum Volatility ESG Reduced Carbon Target Index. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of equity securities that as far as possible and practicable consists of the component securities of the MSCI EM Minimum Volatility ESG Reduced Carbon Target Index, the Fundâs Benchmark Index.",,Emerging Markets,BlackRock Asset Management,LSE,XLON,IE00B8KGV557
EMQP.L,EMQQ Emerging Markets Internet & Ecommerce UCITS ETF - Accumulating,GBP,"The EMQQ Emerging Markets Internet & Ecommerce UCITS ETF (the âFundâ) seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the EMQQ Emerging Markets Internet & Ecommerce IndexTM (the âIndexâ).",,Emerging Markets,EMQQ,LSE,XLON,IE00BFYN8Y92
EMQQ.L,EMQQ Emerging Markets Internet & Ecommerce UCITS ETF - Accumulating,USD,"The EMQQ Emerging Markets Internet & Ecommerce UCITS ETF (the âFundâ) seeks to provide investment results that, before fees and expenses, correspond generally to the price and yield performance of the EMQQ Emerging Markets Internet & Ecommerce IndexTM (the âIndexâ).",Information Technology,Emerging Markets,EMQQ,LSE,XLON,IE00BFYN8Y92
EMRD.L,SPDR MSCI Emerging Markets UCITS ETF,USD,"The investment policy of the Fund is to track the performance of the MSCI Emerging Markets Index (or any other index determined by the Directors from time to time to track substantially the same market as the MSCI Emerging Markets Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the âIndexâ) as closely as possible, while seeking to minimise as far as possible the tracking error between the Fundâs performance and that of the Index.
The MSCI Emerging Markets Index is a free float-adjusted market capitalisation index that is designed to measure equity market performance of emerging markets.",Financials,Emerging Markets,State Street Global Advisors,LSE,XLON,IE00B469F816
EMSA.L,iShares J.P. Morgan ESG $ EM Bond UCITS ETF USD (Acc),USD,"The investment objective of the Fund is to seek to provide investors with a total return, taking into account both
capital and income returns, which reflects the return of the J.P. Morgan ESG EMBI Global Diversified Index.",Fixed Income,Corporate Bonds,BlackRock Asset Management,LSE,XLON,IE00BDDRDW15
EMSD.L,SPDR MSCI Emerging Markets Small Cap UCITS ETF,USD,"The investment policy of the Fund is to track the performance of the MSCI Emerging Markets Small Cap Index (or any other index determined by the Directors from time to time to track substantially the same market as the MSCI Emerging Markets Small Cap Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the âIndexâ) as closely as possible, while seeking to minimise as far as possible the tracking error between the Fundâs performance and that of the Index.
The Index is a free float adjusted market capitalisation index that is designed to measure equity market performance of small companies from emerging markets. As of 30 November 2010, the index covers 21 Emerging Markets including Brazil, Chile, China, Colombia, Czech Republic, Egypt, Hungary, India, Indonesia, Korea, Malaysia, Mexico, Morocco, Peru, Philippines, Poland, Russia, South Africa, Taiwan, Thailand, and Turkey and consisted of 1,877 constituents.",Financials,Emerging Markets,State Street Global Advisors,LSE,XLON,IE00B48X4842
EMSM.L,SPDR MSCI Emerging Markets Small Cap UCITS ETF,GBP,"The investment policy of the Fund is to track the performance of the MSCI Emerging Markets Small Cap Index (or any other index determined by the Directors from time to time to track substantially the same market as the MSCI Emerging Markets Small Cap Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the âIndexâ) as closely as possible, while seeking to minimise as far as possible the tracking error between the Fundâs performance and that of the Index.
The Index is a free float adjusted market capitalisation index that is designed to measure equity market performance of small companies from emerging markets. As of 30 November 2010, the index covers 21 Emerging Markets including Brazil, Chile, China, Colombia, Czech Republic, Egypt, Hungary, India, Indonesia, Korea, Malaysia, Mexico, Morocco, Peru, Philippines, Poland, Russia, South Africa, Taiwan, Thailand, and Turkey and consisted of 1,877 constituents.",Financials,Emerging Markets,State Street Global Advisors,LSE,XLON,IE00B48X4842
EMUD.L,iShares IV PLC - iShares MSCI EMU ESG Enhanced UCITS ETF,GBP,This is the iShares IV PLC - iShares MSCI EMU ESG Enhanced UCITS ETF. It is an ETF managed by iShares that tracks the MSCI EMU ESG Enhanced index. The fund provides exposure to equities in the Eurozone that meet specific ESG criteria.,Financials,Developed Markets,BlackRock Asset Management,LSE,XLON,
EMUG.L,Legal & General Ucits ETF Plc - Landg Esg Emerging Markets Corporate Bond Usd Ucits ETF,GBP,"This is the Legal & General Ucits ETF Plc - Landg Esg Emerging Markets Corporate Bond Usd Ucits ETF. It is an ETF managed by Legal & General, focused on ESG-screened emerging market corporate bonds denominated in USD. The fund aims to provide exposure to EM corporate debt that adheres to specific ESG guidelines.",Fixed Income,Corporate Bonds,LGIM Managers,LSE,XLON,
EMUS.L,Legal & General Ucits ETF Plc - Landg Esg Emerging Markets Corporate Bond Usd Ucits ETF,USD,"This is the Legal & General Ucits ETF Plc - Landg Esg Emerging Markets Corporate Bond Usd Ucits ETF. It is an ETF managed by Legal & General, focused on ESG-screened emerging market corporate bonds denominated in USD. The fund aims to provide exposure to EM corporate debt that adheres to specific ESG guidelines.",Fixed Income,Corporate Bonds,LGIM Managers,LSE,XLON,
EMUU.L,iShares VII PLC - iShares MSCI EMU USD Hedged ETF Acc,USD,"The investment objective of the Fund is to deliver the net total return performance of the Benchmark Index (being the MSCI EMU 100% Hedged to USD Index), less the fees and expenses of the Fund.In order to achieve its investment objective, the investment policy of the Fund is to invest in a portfolio of equity securities that as far as possible and practicable consists of the component securities of the MSCI EMU and foreign exchange forward contracts that, as far as possible and practicable, track the hedging methodology of the MSCI EMU 100% Hedged to USD Index,",Financials,,BlackRock Asset Management,LSE,XLON,IE00BWK1SP74
EMV.L,iShares Edge MSCI EM Minimum Volatility UCITS ETF USD (Acc),GBP,"The investment objective of the Fund is to seek to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the MSCI EM Minimum Volatility ESG Reduced Carbon Target Index. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of equity securities that as far as possible and practicable consists of the component securities of the MSCI EM Minimum Volatility ESG Reduced Carbon Target Index, the Fundâs Benchmark Index.",Financials,Emerging Markets,BlackRock Asset Management,LSE,XLON,IE00B8KGV557
EMVL.L,iShares Edge MSCI EM Value Factor UCITS ETF USD (Acc),USD,"The fund will track the MSCI EM Value Select Index, which measures the performance of Emerging Market large- and mid-capitalization stocks with value characteristics and relatively lower valuations.",Financials,Value,BlackRock Asset Management,LSE,XLON,IE00BG0SKF03
EMXC.L,Lyxor MSCI Emerging Markets Ex China UCITS ETF Acc,USD,"The Lyxor MSCI Emerging Markets Ex China UCITS ETF - Acc is a UCITS compliant exchange traded fund that aims to track the benchmark index MSCI Emerging Markets ex China Net Return USD Index.
The MSCI Emerging Markets ex China Net Return USD Index captures 25 of the 26 Emerging Markets as defined by MSCI, excluding China. The index covers approximately 85% of the free float-adjusted market capitalisation in each country. Further index details may be found at www.msci.com.
Lyxor ETFs are efficient investment vehicles listed on exchange that offer transparent, liquid and low-cost exposure to the underlying benchmark index",Financials,Emerging Markets,Lyxor International Asset Management,LSE,XLON,LU2009202107
ENEF.L,WisdomTree Energy Longer Dated,USD,"WisdomTree Longer Dated Energy (ENEF) is designed to enable investors to gain an exposure to a total return investment in energy commodities futures contracts by tracking the Bloomberg Energy Subindex 3 Month Forward (the ""Index"") and providing a collateral yield. ENEF is an exchange traded commodity (""ETC""). Its securities can be created and redeemed on demand by authorised participants and traded on exchange just like shares in a company. The ETC is backed by swaps. The payment obligations of the swap counterparties to the Issuer are protected by collateral held which is marked to market daily. The collateral is held in segregated accounts at The Bank of New York Mellon.",Commodities,,WisdomTree Asset Management,LSE,XLON,JE00B24DMD55
ENGB.L,UBS AG UBS ETC (CMCI ENERGY) GB,GBP,,,,UBS Asset Management,LSE,XLON,
ENGY.L,SPDR MSCI Europe Energy UCITS ETF,EUR,The investment objective of the tracker is to replicate the performance of the MSCI Europe Energy net dividends reinvested. This index represents all the European shares which belong to the sector of Energy.,Energy,,State Street Global Advisors,LSE,XLON,IE00BKWQ0F09
ENRU.L,"UBS AG, London Branch BLBG CMCI ENERGY USD TT RTN ETC",USD,"UBS AG, London Branch BLBG CMCI ENERGY USD TT RTN ETC is an exchange-traded commodity (ETC) providing exposure to the energy sector through the Bloomberg Commodity Index (CMCI) Energy Total Return index. The ETC is issued by UBS AG, London Branch and tracks a basket of energy commodities futures contracts. It offers investors a way to gain exposure to a diversified portfolio of energy commodities.",Commodities,,UBS Asset Management,LSE,XLON,
EPAB.L,Multi Units Luxembourg - Lyxor S&P Eurozone Paris-Aligned Climate (EU PAB) (DR) UCITS ETF,USD,This is a UCITS Exchange Traded Fund (ETF) that aims to track the S&P Eurozone Paris-Aligned Climate (EU PAB) index. The ETF seeks to provide exposure to Eurozone companies that are aligned with the goals of the Paris Agreement on climate change. Multi Units Luxembourg is the fund's domicile.,Alternatives,,Lyxor International Asset Management,LSE,XLON,
EPRA.L,Amundi Index Solutions - Amundi Index FTSE EPRA NAREIT Global UCITS ETF DR,GBP,"The objective of this Sub-fund is to follow as consistently as possible the performance of the FTSE EPRA/NAREIT Developed Index and to minimize the difference between its performance and that of the Index.
The Sub-fund aims to achieve a level of tracking error whereby the annual variability of the difference in returns between the performance of the sub-fund and its index will not normally exceed 2 %. On a daily basis, the manager aims to maintain the tracking error under 0.5 %.",Real Estate,REITs,Amundi Asset Management,LSE,XLON,LU1437018838
EPRE.L,Amundi Index Solutions - Amundi FTSE EPRA Europe Real Estate UCITS ETF-C,GBP,"To track the performance of FTSE EPRA/NAREIT Developed
Europe Index, and to minimize the tracking error between the net asset
value of the sub-fund and the performance of the Index.",Real Estate,REITs,Amundi Asset Management,LSE,XLON,LU1681039480
EQDS.L,iShares MSCI Europe Quality Dividend UCITS ETF EUR (Dist),GBP,"The investment objective of the Fund is to seek to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the MSCI Europe High Dividend Yield 4% Issuer Capped Index.",Financials,,BlackRock Asset Management,LSE,XLON,IE00BYYHSM20
EQGB.L,Invesco EQQQ NASDAQ-100 UCITS ETF (GBP Hdg),GBP,"The investment objective of the Fund is to provide investors with investment results which, before expenses, generally correspond to the price and yield performance of the Index.",Information Technology,,Invesco Investment Management,LSE,XLON,IE00BYVTMW98
EQJS.L,Invesco Markets II Plc - Invesco Nasdaq Next Generation 100 Ucits ETF,GBP,This is a UCITS ETF that aims to track the performance of the Nasdaq Next Generation 100 Index. The index includes the next 100 largest companies listed on the NASDAQ after the NASDAQ-100 Index. Invesco Markets II Plc is the fund manager.,Information Technology,,Invesco Investment Management,LSE,XLON,
EQQJ.L,Invesco NASDAQ Next Generation 100 UCITS ETF Acc,USD,"The Fund is a passively-managed Exchange-Traded Fund (ETF), which aims to achieve the net total return performance of the NASDAQ-100 IndexÂ® (the âIndexâ)1, less fees, expenses and transaction costs.The Fund does this through the use of unfunded swaps (âSwapsâ). These Swaps are an agreement between the Fund and an approved counterparty to exchange one stream of cash flow against another stream but do not require the Fund to provide collateral, on the basis that the Fund has already invested in a basket of equities and equity related securities (namely shares). The performance of the Index is swapped from the counterparty to the Fund in exchange for the performance of equities and equity related securities.",Information Technology,,Invesco Investment Management,LSE,XLON,IE00BMD8KP97
EQQQ.L,PowerShares Global Funds Ireland Public Limited Company - PowerShares EQQQ Nasdaq-100 UCITS ETF,GBP,This is a UCITS ETF that aims to replicate the performance of the Nasdaq-100 index. The ETF provides exposure to 100 of the largest non-financial companies listed on the Nasdaq stock exchange. The ETF is managed by PowerShares Global Funds Ireland Public Limited Company.,Information Technology,,Invesco Investment Management,LSE,XLON,
EQQS.L,Invesco NASDAQ-100 Swap UCITS ETF Acc,USD,"The Fund is a passively managed Exchange-Traded Fund (ETF), which aims to track the net total return performance of the NASDAQ Next Generation 100 IndexÂ® (the âIndexâ)1, less fees, expenses and transaction costs. In order to achieve the investment objective, the Fund will as far as possible and practicable, hold all the shares in the Index in their respective weightings. The Fund&#39;s shares are listed on one or more Stock Exchange(s). Generally, only Authorised Participants may subscribe or redeem shares directly with the Fund.",Information Technology,,Invesco Investment Management,LSE,XLON,IE00BNRQM384
EQQU.L,Invesco EQQQ NASDAQ-100 UCITS ETF,USD,"The investment objective of the Fund is to provide investors with investment results which, before expenses, generally correspond to the price and yield performance of the Index.",Information Technology,,Invesco Investment Management,LSE,XLON,IE0032077012
EQSG.L,Invesco Markets Plc - Invesco Nasdaq-100 Swap Ucits ETF,GBP,"This is a UCITS ETF that aims to replicate the performance of the Nasdaq-100 index using a swap-based methodology and incorporating ESG (Environmental, Social, and Governance) factors. The ETF provides exposure to 100 of the largest non-financial companies listed on the Nasdaq stock exchange through a swap agreement, while considering ESG criteria. Invesco Markets Plc manages the fund.",Equities,,Invesco Investment Management,LSE,XLON,
ERN1.L,iShares &#226&#130&#172 Ultrashort Bond UCITS ETF EUR (Dist),GBP,"The investment objective of the Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the Markit iBoxx EUR Liquid Investment Grade Ultrashort Index.",Fixed Income,Investment Grade Bonds,BlackRock Asset Management,LSE,XLON,
ERNA.L,iShares $ Ultrashort Bond UCITS ETF USD (Acc),USD,"The investment objective of the Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the Markit iBoxx USD Liquid Investment Grade Ultrashort Index.",Fixed Income,Investment Grade Bonds,BlackRock Asset Management,LSE,XLON,IE00BCRY6227
ERND.L,iShares $ Ultrashort Bond UCITS ETF USD (Dist),USD,"The investment objective of the Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the Markit iBoxx USD Liquid Investment Grade Ultrashort Index.",Fixed Income,Investment Grade Bonds,BlackRock Asset Management,LSE,XLON,IE00BCRY6227
ERNE.L,iShares &#226&#130&#172 Ultrashort Bond UCITS ETF EUR (Dist),EUR,"The investment objective of the Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the Markit iBoxx EUR Liquid Investment Grade Ultrashort Index.",Fixed Income,Investment Grade Bonds,BlackRock Asset Management,LSE,XLON,
ERNS.L,iShares &#194&#163 Ultrashort Bond UCITS ETF GBP (Dist),GBP,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Markit iBoxx GBP Liquid Investment Grade Ultrashort Index as closely as possible. The ETF invests in physical index securities. The Markit iBoxx GBP Liquid Investment Grade Ultrashort Index offers exposure to short maturity corporate bonds (bonds issued by companies) and quasi sovereign bonds (bonds issued by entities with explicit or implicit government backing) that are Sterling denominated and meet a minimum credit-rating of investment grade, as determined by independent credit rating agencies. The index covers fixed rate bonds (bond securities that have a fixed rate of interest) maturing between 0 and 1 year and floating rate securities (bond securities with a variable rate of interest) with a time to maturity between 0 and 3 years.",Fixed Income,Investment Grade Bonds,BlackRock Asset Management,LSE,XLON,
ERNU.L,iShares $ Ultrashort Bond UCITS ETF USD (Dist),GBP,"The investment objective of the Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return of the Markit iBoxx USD Liquid Investment Grade Ultrashort Index.",Fixed Income,Investment Grade Bonds,BlackRock Asset Management,LSE,XLON,IE00BCRY6227
ES15.L,iShares &#194&#163 Corp Bond 0-5yr UCITS ETF GBP (Dist),EUR,The Fund seeks to track the performance of the Markit iBoxx GBP Corporates 0-5 Index composed of Sterling denominated investment grade corporate bonds.,Fixed Income,Corporate Bonds,BlackRock Asset Management,LSE,XLON,
ESDG.L,Amundi Index Solutions - Amundi MSCI Europe SRI ETF DR D,GBP,"To track the performance of MSCI Europe SRI 5% Issuer Capped (the ""Index""),
and to minimize the tracking error between the net asset value of the sub-fund
and the performance of the Index.",Equities,Developed Markets,Amundi Asset Management,LSE,XLON,
ESDU.L,Amundi Index Solutions - Amundi Index MSCI Europe SRI,USD,"The Amundi Index MSCI Europe SRI UCITS ETF aims to replicate the performance of the MSCI Europe SRI index, representing companies with outstanding Environmental, Social, and Governance (ESG) ratings in Europe. This ETF provides investors with exposure to socially responsible investments within the European market. Amundi is a European asset management company.",Equities,Developed Markets,Amundi Asset Management,LSE,XLON,
ESEU.L,Invesco Markets II PLC - Invesco MSCI Europe Ex UK ESG Universal Screened UCITS ETF,GBP,"The Invesco MSCI Europe Ex UK ESG Universal Screened UCITS ETF aims to track the performance of an index that represents companies in developed European countries, excluding the United Kingdom, which meet specific environmental, social, and governance (ESG) criteria. The fund provides investors with exposure to a portfolio of socially responsible European companies. Invesco is a global investment management firm.",Equities,Developed Markets,Invesco Investment Management,LSE,XLON,
ESGB.L,Vaneck Vectors Ucits Etfs Public Limited Company - Vaneck Vectors(TM) Video Gaming And Esports Ucits,GBP,"The Vaneck Vectors Video Gaming and eSports UCITS ETF provides exposure to companies involved in video game development, e-sports, and related hardware and software. The ETF aims to track the performance of an index comprised of companies involved in these areas. Vaneck Vectors is a provider of specialized exchange-traded products.",Equities,,VanEck Asset Management,LSE,XLON,
ESGE.L,Invesco MSCI Europe ESG Universal Screened UCITS ETF,GBP,"The Invesco MSCI Europe ESG Universal Screened UCITS ETF aims to provide the performance of the MSCI Europe ESG Universal Select Business Screens Index, after the impact of fees.",Equities,Developed Markets,Invesco Investment Management,LSE,XLON,IE00BJQRDL90
ESGG.L,Invesco MSCI World ESG Universal Screened UCITS ETF,GBP,"The Invesco MSCI World ESG Universal Screened UCITS ETF aims to provide the performance of the MSCI World ESG Universal Select Business Screens Index, after the impact of fees.",Equities,Developed Markets,Invesco Investment Management,LSE,XLON,IE00BJQRDK83
ESGJ.L,Invesco Markets II plc - Invesco MSCI Japan ESG Universal Screened UCITS ETF,USD,"The Invesco MSCI Japan ESG Universal Screened UCITS ETF Acc aims to provide the performance of the MSCI Japan Universal Select Business Screens Index, less fees.",Equities,Developed Markets,Invesco Investment Management,LSE,XLON,
ESGL.L,MULTI-UNITS LUXEMBOURG - Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF - Acc-EUR,GBP,"The investment objective of MULTI UNITS LUXEMBOURG - Lyxor MSCI Europe ESG Leaders (DR) UCITS ETF is to track both the upward and the downward evolution of the MSCI Europe ESG Leaders Net Total Return Index (the ""Index"") denominated in Euros in order to offer an exposure to the performance of large and mid cap stocks, across developed European countries, issued by companies having a high Environmental, Social and Governance (ESG) ratings - while minimizing the volatility of the difference between the return of the Sub-Fund and the return of the Index (""Tracking Error"").",Equities,Developed Markets,Lyxor International Asset Management,LSE,XLON,LU1940199711
ESGS.L,Invesco MSCI USA ESG Universal Screened UCITS ETF,GBP,"The Invesco MSCI USA ESG Universal Screened UCITS ETF aims to provide the performance of the MSCI USA ESG Universal Select Business Screens Index, after the impact of fees.",Equities,Developed Markets,Invesco Investment Management,LSE,XLON,IE00BJQRDM08
ESGU.L,Invesco MSCI USA ESG Universal Screened UCITS ETF,USD,"The Invesco MSCI USA ESG Universal Screened UCITS ETF aims to provide the performance of the MSCI USA ESG Universal Select Business Screens Index, after the impact of fees.",Equities,Developed Markets,Invesco Investment Management,LSE,XLON,IE00BJQRDM08
ESGW.L,Invesco MSCI World ESG Universal Screened UCITS ETF,USD,"The Invesco MSCI World ESG Universal Screened UCITS ETF aims to provide the performance of the MSCI World ESG Universal Select Business Screens Index, after the impact of fees.",Equities,Developed Markets,Invesco Investment Management,LSE,XLON,IE00BJQRDK83
ESIC.L,iShares MSCI Europe Consumer Discretionary Sector UCITS ETF,GBP,The Fund seeks to track the performance of an index composed of European equities in the consumer discretionary sector.,Consumer Discretionary,Developed Markets,BlackRock Asset Management,LSE,XLON,IE00BMW42298
ESIE.L,iShares MSCI Europe Energy Sector UCITS ETF,GBP,The Fund seeks to track the performance of an index composed of European equities in the energy sector.,Energy,,BlackRock Asset Management,LSE,XLON,IE00BMW42637
ESIF.L,iShares MSCI Europe Financials Sector UCITS ETF,GBP,The Fund seeks to track the performance of an index composed of European equities in the financials sector.,Financials,,BlackRock Asset Management,LSE,XLON,IE00BMW42306
ESIH.L,iShares MSCI Europe Health Care Sector UCITS ETF,GBP,The Fund seeks to track the performance of an index composed of European equities in the health care sector.,Health Care,,BlackRock Asset Management,LSE,XLON,IE00BMW42181
ESIS.L,iShares MSCI Europe Consumer Staples Sector UCITS ETF,GBP,The Fund seeks to track the performance of an index composed of European equities in the consumer staples sector.,Consumer Staples,,BlackRock Asset Management,LSE,XLON,IE00BMW42074
ESIT.L,iShares MSCI Europe Information Technology Sector UCITS ETF,GBP,The Fund seeks to track the performance of an index composed of European equities in the information technology sector.,Information Technology,,BlackRock Asset Management,LSE,XLON,IE00BMW42413
ESJS.L,Invesco Markets II PLC - Invesco MSCI Japan ESG Universal Screened UCITS ETF,GBP,"The Invesco MSCI Japan ESG Universal Screened UCITS ETF aims to track the performance of an index that represents companies in Japan that meet specific environmental, social, and governance (ESG) criteria, while also applying certain exclusionary screens. The fund provides investors with exposure to a portfolio of socially responsible Japanese companies. Invesco is a global investment management firm.",Alternatives,,Invesco Investment Management,LSE,XLON,
ESPJ.L,Invesco Markets II plc - Invesco MSCI Pacific Ex Japan ESG Universal Screened UCITS ETF,USD,"The Invesco MSCI Pacific Ex Japan ESG Universal Screened UCITS ETF Acc aims to provide the performnce of the MSCI Pacific ex Japan ESG Universal Select Business Screens Index, less fees.",Alternatives,,Invesco Investment Management,LSE,XLON,
ESPO.L,VanEck Vectors Video Gaming and eSports UCITS ETF A USD,USD,"The Fund&#39;s investment objective is to replicate, before fees and expenses, the price and yield performance of the MVIS Global Video Gaming and eSports Index (the Index). For a further description of the Index see the section entitled Information on the Index below.",Consumer Discretionary,,VanEck Asset Management,LSE,XLON,IE00BYWQWR46
ESPS.L,Invesco Markets II PLC - Invesco MSCI Pacific Ex Japan ESG Universal Screened UCITS ETF,GBP,"The Invesco MSCI Pacific Ex Japan ESG Universal Screened UCITS ETF aims to track the performance of an index that represents companies in developed Pacific countries, excluding Japan, that meet specific environmental, social, and governance (ESG) criteria, while also applying certain exclusionary screens. The fund provides investors with exposure to a portfolio of socially responsible companies in the Pacific region, excluding Japan. Invesco is a global investment management firm.",Alternatives,,Invesco Investment Management,LSE,XLON,
ESRG.L,Amundi Index Solutions - Amundi Index MSCI Europe SRI,GBP,"The Amundi Index MSCI Europe SRI UCITS ETF aims to replicate the performance of the MSCI Europe SRI index, representing companies with outstanding Environmental, Social, and Governance (ESG) ratings in Europe. This ETF provides investors with exposure to socially responsible investments within the European market. Amundi is a European asset management company.",Alternatives,,Amundi Asset Management,LSE,XLON,
ESRU.L,Amundi Index Solutions - Amundi MSCI Europe SRI UCITS ETF DR,USD,"To track the performance of MSCI Europe SRI 5% Issuer Capped (the ""Index""),
and to minimize the tracking error between the net asset value of the sub-fund
and the performance of the Index.",Alternatives,,Amundi Asset Management,LSE,XLON,LU1861137484
EU13.L,SPDR Bloomberg Barclays 1-3 Year Euro Government Bond UCITS ETF,EUR,"The fund seeks to replicate, before expenses, the performance of the Barclays Capital 1-3 Year Euro Treasury Bond index.
 The index measures the performance of the Eurozone government bond market and currently includes bonds from Austria, Belgium, Cyprus, Finland, France, Germany, Ireland, Italy, Luxembourg, Malta,Netherlands, Portugal, Slovakia, Slovenia and Spain. Only bonds issued in euros or legacy euro currencies with a maturity between one and up to (but not including) three years are included.",Fixed Income,Government Bonds,State Street Global Advisors,LSE,XLON,IE00B6YX5F63
EUAG.L,SPDR Bloomberg Barclays Euro Aggregate Bond UCITS ETF,EUR,"The investment policy of the Fund is to track the performance of the Barclays Capital Euro Aggregate Bond Index (or any other index determined by the Directors from time to time to track substantially the same market as the Barclays Capital Euro Aggregate Bond Index and which is considered by the Directors to be an appropriate index for the Fund to track, in accordance with the Prospectus) (the âIndexâ) as closely as possible, while seeking to minimize as far as possible the tracking error between the Fundâs performance and that of the Index. Any determination by the Directors that the Fund should track another index at any time shall be subject to the provision of reasonable notice to Shareholders. The Fund will use sampling techniques as described below in order track as closely as possible the returns of the Index after Fees and Expenses.",Fixed Income,Government Bonds,State Street Global Advisors,LSE,XLON,IE00B41RYL63
EUCO.L,SPDR Bloomberg Barclays Euro Corporate Bond UCITS ETF,EUR,"The objective of the SPDR Barclays Capital Euro Corporate Bond ETF (the âFundâ) is to track the performance of the fixed-rate, investment-grade Euro-denominated corporate bond market. Any determination by the Directors that the Fund should track another index at any time shall be subject to the provision of reasonable notice to Shareholders. The Fund will use sampling techniques as described below in order track as closely as possible the returns of the Index after Fees and Expenses.
The Barclays Capital Euro Corporate Bond Index contains fixed-rate, investment-grade Euro-denominated bonds from industrial, utility and financial issuers only. Inclusion is based on the currency of the issue, and not the domicile of the issuer.",Fixed Income,Corporate Bonds,State Street Global Advisors,LSE,XLON,IE00B3T9LM79
EUDI.L,SPDR S&P Euro Dividend Aristocrats ETF,EUR,The objective of the SPDR S&P Euro Dividend Aristocrats UCITS ETF is to track the performance of certain high dividend-yielding equity securities issued by companies from within the Eurozone. It aims to do this by tracking the performance of the S&P Euro High Yield Dividend Aristocrats Index as closely as possible.,Financials,Developed Markets,State Street Global Advisors,LSE,XLON,
EUDV.L,SPDR S&P Euro Dividend Aristocrats UCITS ETF,GBP,The objective of the SPDR S&P Euro Dividend Aristocrats UCITS ETF is to track the performance of certain high dividend-yielding equity securities issued by companies from within the Eurozone. It aims to do this by tracking the performance of the S&P Euro High Yield Dividend Aristocrats Index as closely as possible.,Financials,Developed Markets,State Street Global Advisors,LSE,XLON,IE00B5M1WJ87
EUE.L,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),GBP,"The fund is an exchange traded fund (ETF) that aims to track the performance of the EURO STOXX? 50 Index as closely as possible.
The ETF invests in physical index securities. The EURO STOXX? 50 Index offers exposure to 50 of the largest stocks in the Euro zone. The index is free float market capitalisation weighted. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Financials,Developed Markets,BlackRock Asset Management,LSE,XLON,IE00B53L3W79
EUFM.L,UBS(Lux)Fund Solutions &#226&#128&#147 MSCI EMU Select Factor Mix UCITS ETF(EUR)A-acc,GBP,"The sub-fund aims to track, before expenses, the price and income performance of the MSCI EMU Select Factor Mix Index (Net Return) (this sub-fund&#39;s ""Index""). Additionally currency hedged share classes aim to reduce the impact of currency fluctuations between their reference currency and the index currency by selling currency forwards at the one-month forward rate in accordance with the hedging methodology of the Index&#39;s currency-hedged index variant as referred to in relation to each hedged share class below.",Equities,Developed Markets,UBS Asset Management,LSE,XLON,
EUHD.L,Invesco EURO STOXX High Dividend Low Volatility UCITS ETF,GBP,"The investment objective of the Fund is to generate income, together with capital growth which, before expenses, would correspond to, or track, the return on the Index. The Fund aims to achieve its objective by providing investors with exposure to companies within the Eurozone that historically have provided high dividend yields with lower volatility.",Equities,Developed Markets,Invesco Investment Management,LSE,XLON,IE00BZ4BMM98
