symbol,name,currency,summary,category_group,category,family,exchange,mic,isin
FBCG,Fidelity Blue Chip Growth ETF,USD,"The investment seeks long-term growth of capital.
 Normally the fund invests at least 80% of assets in blue chip companies (companies that, in Fidelity Management & Research Company LLC&#39;s (FMR) view, are well-known, well-established and well-capitalized), which generally have large or medium market capitalizations. It invests in companies that manager believes have above-average growth potential (stocks of these companies are often called ""growth"" stocks). The fund is non-diversified.",Equities,Growth,Fidelity Investments,BTS,BATS,US3160923526
FBCV,Fidelity Blue Chip Value ETF,USD,"The investment seeks long-term growth of capital.
 Normally the fund invests at least 80% of assets in blue chip companies (companies that, in Fidelity Management & Research Company LLC&#39;s (FMR) view, are well-known, well-established and well-capitalized), which generally have large or medium market capitalizations. It invests in companies that manager believes are undervalued in the marketplace in relation to factors such as assets, sales, earnings, growth potential, or cash flow, or in relation to securities of other companies in the same industry (stocks of these companies are often called ""value"" stocks). The fund is non-diversified.",Equities,Value,Fidelity Investments,BTS,BATS,US3160923450
FCPI,Fidelity Stocks for Inflation ETF,USD,"The investment seeks to provide investment returns that correspond, before fees and expenses, generally to the performance of the Fidelity Stocks for Inflation Factor Indexâ .
 The fund normally invests at least 80% of its assets in securities included in the Fidelity Stocks for Inflation Factor Indexâ , which is designed to reflect the performance of stocks of large and mid-capitalization U.S. companies with attractive valuations, high quality profiles and positive momentum signals, emphasizing industries that tend to outperform in inflationary environments.",Equities,Developed Markets,Fidelity Investments,BTS,BATS,US3160923864
FCTR,First Trust Lunt U.S. Factor Rotation ETF,USD,"The investment seeks investment results that correspond generally to the price and yield (before the fund&#39;s fees and expenses) of an equity index called the Lunt Capital Large Cap Factor Rotation Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks that comprise the index. The index utilizes the index provider&#39;s risk-adjusted relative strength methodology to allocate exposure to securities exhibiting either high or low levels of the characteristics associated with one of four primary investing factors: momentum, value, quality and volatility. The fund is non-diversified.",,,First Trust Advisors,BTS,BATS,US33733E8729
FDEC,FT Cboe Vest U.S. Equity Buffer ETF - December,USD,"The investment seeks to provide investors with returns (before fees, expenses and taxes) that match the price return of the SPDRÂ® S&P 500Â® ETF Trust.
 Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the price performance of the SPDRÂ® S&P 500Â® ETF Trust (the ""Underlying ETF""). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. The fund is non-diversified.",Derivatives,,CBOE Vest,BTS,BATS,
FDEM,Fidelity Emerging Markets Multifactor ETF,USD,"The investment seeks to provide investment returns that correspond, before fees and expenses, generally to the performance of the Fidelity Emerging Markets Multifactor Index.
 The fund normally invests at least 80% of its assets in securities included in the index and in depository receipts representing securities included in the index. The index is designed to reflect the performance of stocks of large- and mid-capitalization emerging markets companies that have attractive valuations, high quality profiles, positive momentum signals, lower volatility than the broader emerging markets equity market, and lower correlation to the U.S. equity market.",Equities,Emerging Markets,Fidelity Investments,BTS,BATS,US3160925430
FDEV,Fidelity International Multifactor ETF,USD,"The investment seeks to provide investment returns that correspond, before fees and expenses, generally to the performance of the Fidelity International Multifactor Index.
 The fund invests at least 80% of its assets in securities included in the index and in depository receipts representing securities included in the index. The index is designed to reflect the performance of stocks of large- and mid-capitalization developed international companies that have attractive valuations, high quality profiles, positive momentum signals, lower volatility than the broader developed international equity market, and lower correlation to the U.S. equity market.",Equities,Developed Markets,Fidelity Investments,BTS,BATS,US3160925356
FDG,American Century Focused Dynamic Growth ETF,USD,"The investment seeks long-term capital growth.
 The fund will invest primarily in securities of large cap companies, but may invest in companies of any market capitalization. It normally invests in a relatively limited number of companies, generally 30 to 45 securities, but may incorporate more securities to account for liquidity constraints. The fund will invest principally in U.S. exchange-listed common stocks and American Depositary Receipts (ADRs).",Equities,Growth,American Century Investments,BTS,BATS,US0250728104
FEBZ,TrueShares Structured Outcome (February) ETF,USD,"The investment seeks to provide investors with returns that track those of the S&P 500 Price Return Index while seeking to provide a buffer against the first 8% to 12% of S&P 500 Price Index losses, over the period from February 1, 2021 to January 31, 2022.
 The fund is an actively-managed ETF that seeks to achieve its investment objective by investing substantially all of its assets in options that reference the S&P 500 Price Index. It will purchase call options and sell put options on the S&P 500 Price Index or an ETF that tracks the S&P 500 Price Index on each Initial Investment Day with an expiration on the next Roll Date. The fund is non-diversified.",Derivatives,,TrueShares,BTS,BATS,US2103228712
FEDX,Emles Federal Contractors ETF,USD,"The investment seeks investment results that correspond, before fees and expenses, to the price and yield performance of the Emles Federal Contractors Index (the ""index"").
 The fund seeks to replicate the index by investing all, or substantially all (no less than 80%), of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The index is comprised of U.S. equity securities that provide exposure to the index&#39;s theme of U.S. federal contractors. It is non-diversified.",Industrials,,Emles,BTS,BATS,
FFEB,FT Cboe Vest U.S. Equity Buffer ETF - February,USD,"The investment seeks to provide investors with returns (before fees, expenses and taxes) that match the price return of the SPDRÂ® S&P 500Â® ETF Trust.
 Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the price performance of the SPDRÂ® S&P 500Â® ETF Trust (the ""Underlying ETF""). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. It is non-diversified.",Derivatives,,FT Portfolios,BTS,BATS,US33740F7630
FFHG,FormulaFolios Hedged Growth ETF,USD,"The investment seeks to provide capital growth.
 The fund seeks to achieve its investment objective by investing primarily in domestic equity securities of any market capitalization and U.S. Treasuries through other unaffiliated ETFs (including leveraged ETFs and inverse ETFs). The adviser allocates the fund&#39;s assets equally between two proprietary investment models. The adviser&#39;s first investment model identifies trends in the equity markets. The adviser&#39;s second investment model uses two sub-strategies.",Alternatives,Growth,FormulaFolioFunds,BTS,BATS,
FFSG,FormulaFolios Smart Growth ETF,USD,"The investment seeks to provide capital growth.
 The fund seeks to achieve its investment objective by investing through other unaffiliated ETFs primarily in domestic and foreign growth-oriented equity securities of any market capitalization and U.S. Treasuries or other cash equivalents. It is generally 100% invested in growth-oriented equity ETFs when the adviser&#39;s investment models indicate a bullish trend for the equity market, and is generally 50% invested in growth-oriented equity ETFs and 50% invested in U.S. treasuries and/or U.S. short-term bonds to hedge risk when the adviser&#39;s models indicate a bearish trend for the equity markets.",Alternatives,Growth,FormulaFolioFunds,BTS,BATS,
FFTG,FormulaFolios Tactical Growth ETF,USD,"The investment seeks long-term total return.
 The fund is an actively managed exchange traded fund (""ETF"") that is a fund of funds. It seeks to achieve its investment objective by investing primarily in foreign and domestic growth-oriented equity securities of any market capitalization, domestic investment grade fixed income securities (bonds) of any maturity or duration, domestic real estate investment trusts (""REITs""), and commodities (gold) securities through unaffiliated ETFs.",Alternatives,Growth,FormulaFolioFunds,BTS,BATS,
FFTI,FormulaFolios Tactical Income ETF,USD,"The investment seeks to provide income.
 The fund seeks to achieve its investment objective by investing through other exchange traded funds (""ETFs"") in foreign and domestic fixed income securities. The fixed income securities in which the ETFs will invest are U.S. Treasuries, investment grade U.S. bonds, high-yield U.S. bonds, U.S. aggregate bond, municipal bonds and international government bonds of any maturity and duration. The adviser uses its proprietary investment model to rank 5 major fixed income asset classes based on the strongest combination of yield spread and price momentum.",Fixed Income,Corporate Bonds,FormulaFolioFunds,BTS,BATS,
FGRO,Fidelity Growth Opportunities ETF,USD,"The investment seeks long-term growth of capital.
 The fund is an actively managed ETF that operates pursuant to an exemptive order from the Securities and Exchange Commission (Order) and is not required to publicly disclose its complete portfolio holdings each business day. Instead, the advisor publishes each business day on its website a ""Tracking Basket,"" which is designed to closely track the daily performance of the fund but is not the fund&#39;s actual portfolio. The fund normally invests primarily in equity securities. It invests in domestic and foreign issuers. The fund is non-diversified.",Alternatives,Growth,Fidelity Investments,BTS,BATS,
FIBR,iShares Edge U.S. Fixed Income Balanced Risk ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays U.S. Fixed Income Balanced Risk Index.
 The underlying index measures the performance of the corporate and mortgage portion of the Bloomberg Barclays U.S. Universal Index while targeting an equal allocation between interest rate and credit spread risk. The fund generally will invest at least 90% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index.",,Corporate Bonds,BlackRock Asset Management,BTS,BATS,
FJAN,FT Cboe Vest U.S. Equity Buffer ETF - January,USD,"The investment seeks to provide investors with returns (before fees, expenses and taxes) that match the price return of the SPDRÂ® S&P 500Â® ETF Trust.
 Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the price performance of the SPDRÂ® S&P 500Â® ETF Trust (the ""Underlying ETF""). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. The fund is non-diversified.",Equities,,CBOE Vest,BTS,BATS,
FJUL,FT Cboe Vest U.S. Equity Buffer ETF - July,USD,"The investment seeks to provide investors with returns that match the price return of the SPDRÂ® S&P 500Â® ETF Trust, up to a predetermined upside cap of 14.95% and 14.10%, while providing a buffer against the first 10% of Underlying ETF losses, over the period from July 20, 2020 to July 16, 2021.
 Normally, the fund will invest substantially all of its assets in FLEX Options that reference the price performance of the Underlying ETF. It uses FLEX Options to employ a ""target outcome strategy."" Target outcome strategies seek to produce pre-determined investment outcomes based upon the performance of an underlying security or index. The fund is non-diversified.",Alternatives,,CBOE Vest,BTS,BATS,US33740U2087
FJUN,FT Cboe Vest U.S. Equity Buffer ETF - June,USD,"The investment seeks to provide investors with returns (before fees, expenses and taxes) that match the price return of the SPDRÂ® S&P 500Â® ETF Trust.
 Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchangeÂ® Options (âFLEX Optionsâ) that reference the price performance of the SPDRÂ® S&P 500Â® ETF Trust (the âUnderlying ETFâ). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. It is non-diversified.",Derivatives,,CBOE Vest,BTS,BATS,US33740F7226
FLBL,Franklin Liberty Senior Loan ETF,USD,"The investment seeks high level of current income; the secondary goal is preservation of capital.
 Under normal market conditions, the fund invests at least 80% of its net assets in senior loans and investments that provide exposure to senior loans. Senior loans include loans referred to as leveraged loans, bank loans and/or floating rate loans. The fund invests predominantly in income-producing senior floating interest rate corporate loans made to or issued by U.S. companies, non-U.S. entities and U.S. subsidiaries of non-U.S. entities.",Fixed Income,High Yield Bonds,Franklink Templeton Investments,BTS,BATS,US35473P5952
FLDR,Fidelity Low Duration Bond Factor ETF,USD,"The investment seeks to provide investment returns that correspond, before fees and expenses, generally to the performance of the Fidelity Low Duration Investment Grade Factor Indexâ .
 The fund normally invests at least 80% of assets in securities included in the index. The index is designed to optimize the balance of interest rate risk and credit risk such that both returns and risk measures may be improved relative to traditional U.S. investment grade floating rate note indices. The index is comprised solely of U.S. investment grade floating rate notes and U.S. Treasury notes.",Fixed Income,Corporate Bonds,Fidelity Investments,BTS,BATS,US3161884081
FLHY,Franklin Liberty High Yield Corporate ETF,USD,"The investment seeks to earn a high level of current income; its secondary goal is to seek capital appreciation to the extent it is possible and consistent with the fund&#39;s principal goal.
 Under normal market conditions, the fund invests at least 80% of its net assets in high yield corporate debt securities and investments that provide exposure to high yield corporate debt securities. It may invest up to 100% of its total assets in high yield debt securities. The fund may invest in debt securities of U.S. and foreign issuers, including those in developing or emerging markets. These securities may be U.S. dollar or non-U.S. dollar denominated.",Fixed Income,High Yield Bonds,Franklink Templeton Investments,BTS,BATS,US35473P6299
FLIA,Franklin Liberty International Aggregate Bond ETF,USD,"The investment seeks total investment return, consistent with prudent investing, consisting of a combination of interest income and capital appreciation.
 Under normal market conditions, the fund invests at least 80% of its net assets in bonds and investments that provide exposure to bonds. Bonds include debt obligations of any maturity, such as bonds, notes, bills and debentures. The fund invests predominantly in fixed and floating-rate bonds issued by governments, government agencies and governmental-related or corporate issuers located outside the U.S. It is non-diversified.",Fixed Income,Corporate Bonds,Franklink Templeton Investments,BTS,BATS,US35473P6117
FLOT,iShares Floating Rate Bond ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays US Floating Rate Note < 5 Years Index (the ""underlying index""), which measures the performance of U.S. dollar-denominated, investment-grade floating rate notes.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which BFA believes will help the fund track the underlying index.",Fixed Income,Corporate Bonds,BlackRock Asset Management,BTS,BATS,US46429B6552
FLQL,Franklin LibertyQ U.S. Equity ETF,USD,"The investment seeks to provide investment results that closely correspond, before fees and expenses, to the performance of the LibertyQ U.S. Large Cap Equity Index (the U.S. Large Cap underlying index).
 Under normal market conditions, the fund invests at least 80% of its assets in the component securities of the U.S. Large Cap underlying index. The U.S. Large Cap underlying index is based on the Russell 1000Â® Index using a methodology developed with Franklin Templeton to reflect Franklin Templeton&#39;s desired investment strategy.",Fixed Income,Large Cap,Franklink Templeton Investments,BTS,BATS,US35473P8014
FLQM,Franklin LibertyQ U.S. Mid Cap Equity ETF,USD,"The investment seeks to provide investment results that closely correspond, before fees and expenses, to the performance of the LibertyQ U.S. Mid Cap Equity Index (the U.S. Mid Cap underlying index).
 Under normal market conditions, the fund invests at least 80% of its assets in the component securities of the U.S. Mid Cap underlying index. The U.S. Mid Cap underlying index is based on the Russell MidcapÂ® Index using a methodology developed with Franklin Templeton to reflect Franklin Templeton&#39;s desired investment strategy.",Fixed Income,Mid Cap,Franklink Templeton Investments,BTS,BATS,US35473P8840
FLQS,Franklin LibertyQ U.S. Small Cap Equity ETF,USD,"The investment seeks to provide investment results that closely correspond, before fees and expenses, to the performance of the LibertyQ U.S. Small Cap Equity Index.
 Under normal market conditions, the fund invests at least 80% of its assets in the component securities of the underlying index. The underlying index is based on the Russell 2000Â® Index using a methodology developed with Franklin Templeton to reflect Franklin Templeton&#39;s desired investment strategy.",Fixed Income,Small Cap,Franklink Templeton Investments,BTS,BATS,US35473P8766
FLV,American Century Focused Large Cap Value ETF,USD,"The investment seeks long-term capital growth.
 Under normal market conditions, the portfolio managers will invest at least 80% of the fund&#39;s assets in securities of large capitalization companies. The portfolio managers may sell stocks from the fund&#39;s portfolio if they believe a stock no longer meets their valuation criteria, a stock&#39;s risk parameters outweigh its return opportunity, more attractive alternatives are identified or specific events alter a stock&#39;s prospects.",Financials,Value,American Century Investments,BTS,BATS,US0250727940
FMAG,Fidelity Magellan ETF,USD,"The investment seeks long-term growth of capital.
 The fund is an actively managed ETF that operates pursuant to an exemptive order from the Securities and Exchange Commission (Order) and is not required to publicly disclose its complete portfolio holdings each business day. Instead, the fund publishes each business day on its website a ""Tracking Basket,"" which is designed to closely track the daily performance of the fund but is not the fund&#39;s actual portfolio. The fund normally invests primarily in equity securities. It invests in domestic and foreign issuers. The fund is non-diversified.",Equities,Factors,Fidelity Investments,BTS,BATS,US3160923294
FMAR,FT Cboe Vest U.S. Equity Buffer ETF - March,USD,"The investment seeks to provide investors with returns that match the price return of the SPDRÂ® S&P 500Â® ETF Trust (the ""Underlying ETF"").
 Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the price performance of the SPDRÂ® S&P 500Â® ETF Trust (the ""Underlying ETF""). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. It is non-diversified.",Equities,,FT Portfolios,BTS,BATS,
FMAY,FT Cboe Vest U.S. Equity Buffer ETF - May,USD,"The investment seeks to provide investors with returns (before fees, expenses and taxes) that match the price return of the SPDRÂ® S&P 500Â® ETF Trust.
 Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the price performance of the SPDRÂ® S&P 500Â® ETF Trust (the ""Underlying ETF""). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. It is non-diversified.",Equities,,FT Portfolios,BTS,BATS,US33740F7481
FMIL,Fidelity New Millennium ETF,USD,"The investment seeks long-term growth of capital.
 Normally the fund invests primarily in equity securities. Identifying early signs of long-term changes in the marketplace and focusing on those companies that may benefit from opportunities created by these changes by examining technological advances, product innovation, economic plans, demographics, social attitudes, and other factors, which can lead to investments in small and medium-sized companies. It invests in domestic and foreign issuers. The fund is non-diversified.",Equities,Factors,Fidelity Investments,BTS,BATS,
FNOV,FT Cboe Vest U.S. Equity Buffer ETF - November,USD,"The investment seeks to provide investors with returns (before fees, expenses and taxes) that match the price return of the SPDRÂ® S&P 500Â® ETF Trust (the ""Underlying ETF"").
 Under normal market conditions, the fund will invest substantially all of its assets in FLexible EXchangeÂ® Options (""FLEX Options"") that reference the price performance of the SPDRÂ® S&P 500Â® ETF Trust (the ""Underlying ETF""). FLEX Options are customized equity or index option contracts that trade on an exchange, but provide investors with the ability to customize key contract terms like exercise prices, styles and expiration dates. It is non-diversified.",Derivatives,,FT Portfolios,BTS,BATS,US33740F8471
FOCT,FT Cboe Vest U.S. Equity Buffer ETF - October,USD,"The investment seeks to provide investors with returns that match the price return of the SPDR Â® S&P 500 Â® ETF Trust, up to a predetermined upside cap of 16.22% and 15.37% (after fees and expenses, excluding brokerage commissions, trading fees, taxes and extraordinary expenses not included in the fund&#39;s management fee), while providing a buffer against the first 10% of underlying ETF losses, over the period from October 19, 2020 to October 15, 2021.
 Under normal market conditions, the fund will invest substantially all of its assets in FLEX Options that reference the performance of the SPDR Â® S&P 500 Â® ETF Trust. It is non-diversified.",Derivatives,,FT Portfolios,BTS,BATS,US33740F6640
FPRO,Fidelity Real Estate Investment ETF,USD,"The investment seeks above-average income and long-term capital growth, consistent with reasonable investment risk.
 The fund is an actively managed ETF that operates pursuant to an exemptive order from the Securities and Exchange Commission (Order) and is not required to publicly disclose its complete portfolio holdings each business day. The fund normally invests at least 80% of assets in securities of companies principally engaged in the real estate industry and other real estate related investments. It invests in domestic and foreign issuers. The fund is non-diversified.",Real Estate,REITs,Fidelity Investments,BTS,BATS,US3160923112
FRDM,Alpha Architect Freedom 100 Emerging Markets ETF,USD,"The investment seeks to track the total return performance, before fees and expenses, of the Freedom 100 Emerging Markets Index (the ""index"").
 Under normal circumstances, at least 80% of the fund&#39;s total assets (exclusive of collateral held from securities lending) will be invested in the component securities of the index or in depositary receipts representing such component securities. The index is designed to track the performance of a portfolio of approximately 100 equity securities listed in emerging market countries. The fund is non-diversified.",,Emerging Markets,Alpha Architect,BTS,BATS,US02072L6074
FSEP,FT Cboe Vest U.S. Equity Buffer ETF - September,USD,"The investment seeks to provide investors with returns that match the price return of the SPDRÂ® S&P 500Â® ETF Trust, up to a predetermined upside cap of 16.50% and 15.65% (after fees and expenses, excluding brokerage commissions, trading fees, taxes and extraordinary expenses not included in the fundâs management fee), while providing a buffer against the first 10% of Underlying ETF losses, over the period from September 21, 2020 to September 17, 2021.
 Under normal market conditions, the fund will invest substantially all of its assets in FLEX Options that reference the performance of the SPDRÂ® S&P 500Â® ETF Trust. It is non-diversified.",,,FT Portfolios,BTS,BATS,US33740U3077
FSMO,Fidelity Small-Mid Cap Opportunities ETF,USD,"The investment seeks long-term growth of capital.
 The fund is an actively managed ETF that operates pursuant to an exemptive order from the Securities and Exchange Commission (Order) and is not required to publicly disclose its complete portfolio holdings each business day. The fund normally invests at least 80% of assets in securities of companies with small to medium market capitalizations (which, for purposes of this fund, are those companies with market capitalizations similar to companies in the Russell 2500â¢ Index). It invests in domestic and foreign issuers. The fund is non-diversified.",,Small Cap,Fidelity Investments,BTS,BATS,
FUNL,CornerCap Fundametrics Large-Cap ETF FUNL,USD,"The investment seeks long-term capital appreciation.
 The fund is an actively managed exchange traded fund (""ETF"") that invests primarily in equity securities listed on a U.S. exchange based on the results of a proprietary, quantitative research system ""FundametricsÂ®"" developed by CornerCap Investment Counsel, Inc. (the ""Adviser""). Under normal circumstances, it invests at least 80% of its net assets (plus borrowings for investment purposes) in the securities of large-capitalization companies.",Financials,Large Cap,CornerCap,BTS,BATS,US00777X6601
FUT,ProShares Managed Futures Strategy ETF,USD,"The investment seeks to provide positive returns that are not directly correlated to broad equity or fixed income markets.
 Under normal market conditions, the fund invests in a portfolio of commodity futures contracts and currency and U.S. Treasury futures contracts. The Advisor attempts to capture the economic benefit derived from rising and declining trends based on the price changes of these Futures Contracts. It will also hold cash or cash equivalents such as short-term U.S. Treasury securities or other high credit quality, short-term fixed-income or similar securities for direct investment or as collateral for Futures Contracts. It is non-diversified.",Alternatives,Derivatives,ProShares,BTS,BATS,
FYLD,Cambria Foreign Shareholder Yield ETF,USD,"The investment seeks income and capital appreciation.
 The fund is actively managed and seeks to achieve its investment objective by investing, under normal market conditions, at least 80% of its total assets in equity securities, including common stock and depositary receipts, issued by publicly listed companies in developed foreign markets excluding the U.S. (""developed ex-U.S.""), that provide high ""shareholder yield."" Its investment adviser, Cambria Investment Management, L.P. (""Cambria"" or the ""Adviser""), defines ""shareholder yield"" as the totality of returns realized by an investor from a companyâs cash payments for dividends, buybacks and debt paydowns.",Financials,Developed Markets,Cambria ETF Trust,BTS,BATS,US1320613003
GAA,Cambria Global Asset Allocation ETF,USD,"The investment seeks income and capital appreciation.
 Under normal market conditions, the fund invests at least 80% of its total assets in affiliated and unaffiliated exchange-traded funds (""ETFs"") and other exchange-traded products (""ETPs"") (collectively, ""underlying vehicles"") that provide exposure to various (i) investment asset classes, including equity and fixed income securities, real estate, commodities, and currencies, and (ii) factors such as value, momentum, and trend investing.",Alternatives,Blend,Cambria ETF Trust,BTS,BATS,US1320616071
GCOW,Pacer Global Cash Cows Dividend ETF,USD,"The investment seeks to track the total return performance, before fees and expenses, of the Pacer Global Cash Cows Dividend Index.
 Under normal circumstances, the fund will invest at least 80% of its total assets (exclusive of collateral held from securities lending) in the components of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities (e.g., depositary receipts). The index uses an objective, rules-based methodology to provide exposure to global companies with high dividend yields backed by a high free cash flow yield.",Financials,,Pacer,BTS,BATS,US69374H7098
GHYG,iShares US & Intl High Yield Corp Bond ETF,USD,"The investment seeks to track the investment results of the Markit iBoxx Global Developed Markets High Yield Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds advised by BFA or its affiliates. The index is a rules-based index consisting of high yield corporate bonds denominated in U.S. dollars, euros, British pounds sterling and Canadian dollars.",Fixed Income,High Yield Bonds,BlackRock Asset Management,BTS,BATS,US4642861789
GMOM,Cambria Global Momentum ETF,USD,"The investment seeks to preserve and grow capital from investments in the U.S. and foreign equity, fixed income, commodity and currency markets, independent of market direction.
 The fund is considered a ""fund of funds"" that seeks to achieve its investment objective by primarily investing in other exchange-traded funds and other exchange traded products including, but not limited to, exchange-traded notes, exchange traded currency trusts, closed-end funds, and real estate investment trusts that offer diversified exposure, including inverse exposure, to global regions, countries, styles and sectors.",Alternatives,Developed Markets,Cambria ETF Trust,BTS,BATS,US1320615081
GOAT,VanEck Vectors Morningstar Global Wide Moat ETF,USD,"The investment seeks to replicate as closely as possible, before fees and expenses, the price and yield performance of the MorningstarÂ® Global Wide Moat Focus IndexSM (the ""index"").
 The fund normally invests at least 80% of its total assets in securities that comprise the fund&#39;s benchmark index. The index is comprised of securities issued by companies that Morningstar, Inc. determines to have sustainable competitive advantages based on a proprietary methodology that considers quantitative and qualitative factors (""wide moat companies""). The fund is non-diversified.",Financials,,VanEck Asset Management,BTS,BATS,
GOVT,iShares U.S. Treasury Bond ETF,USD,"The investment seeks to track the investment results of the ICE U.S. Treasury Core Bond Index (the ""underlying index"").
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which the advisor believes will help the fund track the index. The underlying index measures the performance of public obligations of the U.S. Treasury that have a remaining maturity greater than one year and less than or equal to thirty years.",Fixed Income,Treasury Bonds,BlackRock Asset Management,BTS,BATS,US46429B2676
GOVZ,iShares 25+ Year Treasury STRIPS Bond ETF,USD,"The investment seeks to track the investment results of an index composed of the principal payments of U.S. Treasury bonds (specifically principal âSTRIPSâ, also known as âSeparate Trading of Registered Interest and Principal of Securitiesâ) with remaining maturities of at least 25 years.
 The fund seeks to track the investment results of the ICE BofA Long US Treasury Principal STRIPS Index, which measures the performance of long maturity Separate Trading of Registered Interest and Principal of Securities (âSTRIPSâ) representing the final principal payment of U.S. Treasury bonds. BFA uses a representative sampling indexing strategy to manage the fund.",Fixed Income,Treasury Bonds,BlackRock Asset Management,BTS,BATS,US46438T2006
GSEE,Goldman Sachs MarketBeta Emerging Markets Equity ETF,USD,"The investment seeks to provide investment results that closely correspond, before fees and expenses, to the performance of the Solactive GBS Emerging Markets Large & Mid Cap Index.
 The fund invests at least 80% of its assets in securities included in its underlying index, in depositary receipts representing securities included in its underlying index and in underlying stocks in respect of depositary receipts included in its underlying index. The index consists of equity securities of large and mid-capitalization issuers covering approximately the largest 85% of the free-float market capitalization in emerging markets.",Equities,Emerging Markets,Goldman Sachs Asset Management,BTS,BATS,US3814301640
GSEW,Goldman Sachs Equal Weight U.S. Large Cap Equity ETF,USD,"The investment seeks to provide investment results that closely correspond, before fees and expenses, to the performance of the Solactive US Large Cap Equal Weight Index (GTR).
 The fund seeks to achieve its investment objective by investing at least 80% of its assets (exclusive of collateral held from securities lending) in securities included in its underlying index. The index consists of equity securities of large capitalization U.S. issuers. The index is an equal-weight version of the Solactive US Large Cap Index, a market capitalization-weighted index that includes equity securities of approximately 500 of the largest U.S. companies.",Equities,Large Cap,Goldman Sachs Asset Management,BTS,BATS,US3814304388
GSID,Goldman Sachs MarketBeta International Equity ETF,USD,"The investment seeks to provide investment results that closely correspond, to the performance of the Solactive GBS Developed Markets ex North America Large & Mid Cap Index.
 The fund invests at least 80% of its assets in securities included in its underlying index, in depositary receipts representing securities included in its underlying index and in underlying stocks in respect of depositary receipts included in its underlying index. The index consists of equity securities of large and mid-capitalization issuers covering approximately the largest 85% of the free-float market capitalization in developed markets excluding North America.",Equities,Developed Markets,Goldman Sachs Asset Management,BTS,BATS,US3814301806
GSST,Goldman Sachs Access Ultra Short Bond ETF,USD,"The investment seeks to provide current income with preservation of capital.
 The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets plus any borrowings for investment purposes (measured at the time of purchase) (""Net Assets"") in a broad range of U.S. dollar denominated bonds. It will concentrate its investments in the financial services group of industries. Under normal circumstances, the fund&#39;s effective duration is expected to be one year or less.",Fixed Income,Corporate Bonds,Goldman Sachs Asset Management,BTS,BATS,US3814302309
